Pregunta,respuesta,Tema,Pers/empresa,Polarity,Pregunta2,jplik,renlik,IESSlik,CONTlik,OSlik,CONSlik,JSlik,p_greet,n_token
"Buenos dias, Necesito que me ayuden  como realizar mla proyeccion de jubilación del iess con el nuevo calculo una persona que tiene menos de 40 aportaciones",,IESS,persona,0,"Buenos dias, Necesito que me ayuden como realizar mla proyeccion de jubilación del iess con el nuevo calculo una persona que tiene menos de 40 aportaciones",1.6435897435897437,0.1076923076923077,1.9487179487179487,-0.4,-0.4,-0.4,-0.4,0.07692307692307693,26
Como calculo la pensión la raiz sesentava de 7600..ayudeme,"Buenas tardes https://actuaria.com.ec/modificacion-en-el-calculo-de-pensiones-del-iees/ en esa url encontrará un articulo, donde explica el cálculo",IESS,persona,0,Como calculo la pensión la raiz sesentava de 7600..ayudeme,1.1653846153846152,-0.06923076923076923,2.4038461538461537,-0.4,-0.4,-0.4,-0.4,0.0,10
"Buenas tardes, como calculo el valor que debo pagar de jubilacion patronal",,Jubilacion Patronal,persona,0,"Buenas tardes, como calculo el valor que debo pagar de jubilacion patronal",2.685897435897436,0.8326923076923077,0.2814102564102564,-0.4,-0.4,-0.4,-0.4,0.16666666666666666,12
"Buenos dias como esta, Q debo hacer para ganar una entrevista de trabajo","Buenos días 
por favor enviar su CV al siguiente correo: seleccion@actuaria.com.ec 
gracias por escribirnos",job seeker,persona,0,"Buenos dias como esta, Q debo hacer para ganar una entrevista de trabajo",0.5190476190476191,-0.004761904761904773,0.13809523809523808,-0.2,-0.2,-0.2,1.0476190476190477,0.15384615384615385,13
buenos dias un favor deseo saber en caso de despido el valor de  la  jubilacion patronal yo tengo 22 años en la  institucion y mencionan tengo parte proporcional de la patronal me puede ayudar,,Jubilacion Patronal,persona,0,buenos dias un favor deseo saber en caso de despido el valor de la jubilacion patronal yo tengo 22 años en la institucion y mencionan tengo parte proporcional de la patronal me puede ayudar,4.27051282051282,1.2019230769230766,-0.17243589743589746,-0.6,-0.6,-0.6,-0.6,0.058823529411764705,34
"Buenos Dias, favor necesito un estudio actuarial para nuestra empresa que se compone de 40 empleados aporx.","Buenas tardes 
con mucho gusto, me ayuda con los siguientes datos por favor: Ruc, nombre empresa, contacto, cargo, correo y teléfonos, gracias",Jubilacion Patronal,empresa,0,"Buenos Dias, favor necesito un estudio actuarial para nuestra empresa que se compone de 40 empleados aporx.",3.2805903189844283,0.4132385730211817,-0.2565217391304348,-0.2565217391304348,-0.4,-0.4,-0.4,0.11764705882352941,17
Tengo una consulta sobre jubilación patronal,,Jubilacion Patronal,persona,0,Tengo una consulta sobre jubilación patronal,1.8205128205128205,-0.023076923076923078,0.002564102564102555,-0.2,-0.2,-0.2,-0.2,0.0,6
Buenos días deseso saber como calcular la. Liquidación por. Motivo de despido intempestivo,,Renuncia/Despido/Desahucio,persona,0,Buenos días deseso saber como calcular la. Liquidación por. Motivo de despido intempestivo,0.8582417582417582,2.887912087912088,-0.14615384615384616,-0.4,-0.4,-0.4,-0.4,0.15384615384615385,13
Mi esposo se jubilo por invalidez total absoluta Que tipo de indemnización debe tener? O que fondos debería retirar,,IESS,persona,0,Mi esposo se jubilo por invalidez total absoluta Que tipo de indemnización debe tener? O que fondos debería retirar,0.5153846153846154,-0.2,1.3846153846153846,-0.2,-0.2,-0.2,-0.2,0.0,19
"Hola Daniela, buenos días. Te escribo desde México, mira, estoy llevando a cabo una investigación sobre que requisitos necesita un actuario para registrar un producto de seguros. No sé si podrías ayudarme a guiarme un poco 
",,Consultoria,persona,0,"Hola Daniela, buenos días. Te escribo desde México, mira, estoy llevando a cabo una investigación sobre que requisitos necesita un actuario para registrar un producto de seguros. No sé si podrías ayudarme a guiarme un poco",0.5,0.15,0.375,0.024999999999999994,0.024999999999999994,0.375,-0.2,0.08333333333333333,36
"Buenas tardes Si es de un fallecido, pueden cobrar los hijos la jubilacion patronal?",,Jubilacion Patronal,persona,0,"Buenas tardes Si es de un fallecido, pueden cobrar los hijos la jubilacion patronal?",1.8205128205128205,-0.023076923076923078,0.002564102564102555,-0.2,-0.2,-0.2,-0.2,0.14285714285714285,14
"Muy buenas tardes, con el máximo respeto me dirijo para que me ayude con una consulta. Soy Rector de una institución educativa particular actualmente por tengo el contrato por servicios profesionales, ya que me descontaban el 40%. (Por ser militar jubilado). Deseo saber si efectivamente quedó sin efecto ese descuento para solicitar el contrato en Relación de dependencia. edisonmorenoperez24@hotmail.com",,Jubilacion Patronal,persona,0,"Muy buenas tardes, con el máximo respeto me dirijo para que me ayude con una consulta. Soy Rector de una institución educativa particular actualmente por tengo el contrato por servicios profesionales, ya que me descontaban el 40%. (Por ser militar jubilado). Deseo saber si efectivamente quedó sin efecto ese descuento para solicitar el contrato en Relación de dependencia. edisonmorenoperez24@hotmail.com",1.3653846153846154,0.15,0.2846153846153846,-0.2,-0.2,-0.2,-0.2,0.03278688524590164,61
"Buenos días... Estimada Daniela le saludos de la Fundación Cuesta Holguin, hace un mes nos ayudaron con el estudio Actuarial de nuestra Fundación..","el nombre de su consultor es Paola Toaquiza, su extensión 520 y correo: paola.toaquiza@actuaria.com.ec",Jubilacion Patronal,empresa,0,"Buenos días... Estimada Daniela le saludos de la Fundación Cuesta Holguin, hace un mes nos ayudaron con el estudio Actuarial de nuestra Fundación..",1.9164598842018197,-0.048717948717948725,-0.2,-0.2,-0.2,-0.2,-0.2,0.08695652173913043,23
"buenas tardes. una consulta por favor, si una persona ha trabajado en empresa privada 13 años y después 20 años en una dependencia publica con la modalidad régimen laboral, tiene derecho a la jubilación patronal",,Jubilacion Patronal,persona,0,"buenas tardes. una consulta por favor, si una persona ha trabajado en empresa privada 13 años y después 20 años en una dependencia publica con la modalidad régimen laboral, tiene derecho a la jubilación patronal",3.428690874343048,0.05911769390030258,0.18413760152890588,-0.35652173913043483,0.09999999999999998,-0.5,-0.0023809523809524002,0.05714285714285714,35
"Buenas tardes Tengo una pregunta Si renunció a mi trabajo donde estuve 22 años 4 meses, en la misma empresa Pierdo la proporcional de la jubilación patronal",,Jubilacion Patronal,persona,0,"Buenas tardes Tengo una pregunta Si renunció a mi trabajo donde estuve 22 años 4 meses, en la misma empresa Pierdo la proporcional de la jubilación patronal",4.378690874343048,0.8591176939003028,0.08413760152890584,-0.4565217391304348,-0.6,-0.6,-0.45238095238095233,0.07407407407407407,27
Me encuentro cesante desde hace dos meses como educador preguntó si tengo el derecho a la pensión patronal vitalicia como docente que fui X 31 años consecutivos el Ministerio de educación,,Jubilacion Patronal,persona,0,Me encuentro cesante desde hace dos meses como educador preguntó si tengo el derecho a la pensión patronal vitalicia como docente que fui X 31 años consecutivos el Ministerio de educación,1.75,-0.2,0.15,-0.2,-0.2,-0.2,-0.2,0.0,31
Buenos dìas necesito servicios de provisiòn de jubilaciòn del personal,"Buenos días 
me ayuda con los siguientes datos por favor: ruc, nombre empresa, contacto, cargo, correo y teléfonos ",Jubilacion Patronal,empresa,0,Buenos dìas necesito servicios de provisiòn de jubilaciòn del personal,2.3205128205128203,0.14358974358974358,-0.09743589743589745,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.1333333333333333,0.2,10
"Buenas tardes soy Miriam, trabajo ya 30 años en una misma empresa, quiero saber  yo puedo jubilarme cuando ya cumpla 60 años a pesar que yo ya deje de trabajar en el 2019",,Jubilacion Patronal,persona,0,"Buenas tardes soy Miriam, trabajo ya 30 años en una misma empresa, quiero saber yo puedo jubilarme cuando ya cumpla 60 años a pesar que yo ya deje de trabajar en el 2019",2.5926102882624624,0.1774327122153209,0.904284121675426,-0.2565217391304348,-0.4,-0.4,-0.10476190476190478,0.06060606060606061,33
"necesito realizar una consulta sobre los porcentajes rrc  a aplicar en este periodo, los q rigen a partir del abril 2019","Buenos días 
me ayuda con los siguientes datos por favor: ruc, nombre empresa, contacto, cargo, correo y teléfonos ",Consultoria,empresa,0,"necesito realizar una consulta sobre los porcentajes rrc a aplicar en este periodo, los q rigen a partir del abril 2019",-0.1,-0.1,-0.1,-0.1,-0.1,1.0,-0.1,0.0,21
usted me uede ayudar con una pregunta de liquidacion,,Renuncia/Despido/Desahucio,persona,0,usted me uede ayudar con una pregunta de liquidacion,0.14285714285714285,0.8571428571428571,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,9
buenos dias cual seria el costo del estudio para una empresa y persona  obligada llevar contablidad,"Buenos días 
me ayuda con los siguientes datos por favor: ruc, nombre empresa, contacto, cargo, correo y teléfonos ",Jubilacion Patronal,empresa,0,buenos dias cual seria el costo del estudio para una empresa y persona obligada llevar contablidad,1.7068723702664796,-0.013043478260869573,-0.05652173913043479,-0.05652173913043479,-0.2,-0.2,-0.2,0.125,16
Buenos días nuestros patrones quieren cerrar la empresa pero nos dicen q pongamos la renuncia conde el valor del despido intempestiva enque nos perjudica o xq hacen eso,,Renuncia/Despido/Desahucio,persona,0,Buenos días nuestros patrones quieren cerrar la empresa pero nos dicen q pongamos la renuncia conde el valor del despido intempestiva enque nos perjudica o xq hacen eso,1.2891304347826085,3.3119565217391305,-0.1315217391304348,-0.35652173913043483,-0.5,-0.5,-0.5,0.07142857142857142,28
"Le saludo de la firma de auditoria Mackliff Audit Corporation, Queria un estudio actuarial ","Buenos días 
me ayuda con los siguientes datos por favor: ruc, nombre empresa, contacto, cargo, correo y teléfonos ",Jubilacion Patronal,empresa,0,"Le saludo de la firma de auditoria Mackliff Audit Corporation, Queria un estudio actuarial",1.9164598842018197,-0.048717948717948725,-0.2,-0.2,-0.2,-0.2,-0.2,0.0,14
"hola, tengo una duda me jubile en el mes de diciembre de 2018, con 57 años de edad y 400 aportaciones, y tengo el 45% de discapacidad, pero el coeficiente de calculo me lo aplican por 300 aportaciones no por las 400 que tengo, ayudeme que procedimiento debería seguir para que me paguen lo justo",,IESS,persona,0,"hola, tengo una duda me jubile en el mes de diciembre de 2018, con 57 años de edad y 400 aportaciones, y tengo el 45% de discapacidad, pero el coeficiente de calculo me lo aplican por 300 aportaciones no por las 400 que tengo, ayudeme que procedimiento debería seguir para que me paguen lo justo",1.8461538461538463,-0.06923076923076923,1.9230769230769231,-0.4,-0.4,-0.4,-0.4,0.01818181818181818,55
Buenas días q significa seguro de desahucio,,Renuncia/Despido/Desahucio,persona,0,Buenas días q significa seguro de desahucio,0.6666666666666667,0.8333333333333334,0.15,-0.2,-0.2,0.15,-0.2,0.2857142857142857,7
"buenas tardes  soy empleado de la espoch  ayudante de audiovisuales, con  49 años de servicio ininterrumpido tengo 58 años de edad  consto actualmente en el régimen de la LOSEP  no me pasaron al código de trabajo es beneficios para mi jubilación estar  en la LOSEP, con cuanto me liquidarian  tanto en el IES como en la ESPOCH? perdón 40 años de servicio, 59 años de edad.",,Jubilacion Patronal,persona,0,"buenas tardes soy empleado de la espoch ayudante de audiovisuales, con 49 años de servicio ininterrumpido tengo 58 años de edad consto actualmente en el régimen de la LOSEP no me pasaron al código de trabajo es beneficios para mi jubilación estar en la LOSEP, con cuanto me liquidarian tanto en el IES como en la ESPOCH? perdón 40 años de servicio, 59 años de edad.",2.0645604395604398,0.5471611721611722,0.24065934065934064,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.1523809523809524,0.030303030303030304,66
"BUENAS TARDES, NECESITO QUE ME AYUDEN CON UN ESTUDIO ACTUARIAL PARA UNA EMPRESA QUE AL MOMENTO CUENTA CON 8 EMPLEADOS , ME PUEDEN INDICAR QUE SE NECESITA, UNA COTIZACIÓN, Y UN TIEMPO ESTIMADO DE ENTREGA. MUCHAS GRACIAS","Buenos días 
me ayuda con los siguientes datos por favor: ruc, nombre empresa, contacto, cargo, correo y teléfonos ",Jubilacion Patronal,empresa,0,"BUENAS TARDES, NECESITO QUE ME AYUDEN CON UN ESTUDIO ACTUARIAL PARA UNA EMPRESA QUE AL MOMENTO CUENTA CON 8 EMPLEADOS , ME PUEDEN INDICAR QUE SE NECESITA, UNA COTIZACIÓN, Y UN TIEMPO ESTIMADO DE ENTREGA. MUCHAS GRACIAS",3.947256985651095,0.7465719063545151,-0.35652173913043483,-0.35652173913043483,-0.5,-0.5,-0.5,0.05555555555555555,36
"Hola, una persona que laboro como servicio domestico como 30 años esta obligado a recibir la jubilacion patronal.  Muchas gracias",,Jubilacion Patronal,persona,0,"Hola, una persona que laboro como servicio domestico como 30 años esta obligado a recibir la jubilacion patronal. Muchas gracias",1.8205128205128205,-0.023076923076923078,0.002564102564102555,-0.2,-0.2,-0.2,-0.2,0.05,20
Hola Buenas tardes somos un grupo de jubilados que trabajamos en el iess. No nos están pagando lo que se debería  estamos peleando 4 años y nadie responde. Siempre hay algún pretexto para no pagarnos. Éramos del código de trabajo hay leyes y documentos q respaldan aquello pero no nos hacen caso,,IESS,persona,0,Hola Buenas tardes somos un grupo de jubilados que trabajamos en el iess. No nos están pagando lo que se debería estamos peleando 4 años y nadie responde. Siempre hay algún pretexto para no pagarnos. Éramos del código de trabajo hay leyes y documentos q respaldan aquello pero no nos hacen caso,2.0034798534798535,-0.10952380952380955,2.110805860805861,-0.15000000000000005,-0.5,-0.5,0.14523809523809522,0.057692307692307696,52
"Estimados, Quiero saber mas sobre el servicio de valoracion actuarial, y sus costos",,Jubilacion Patronal,empresa,0,"Estimados, Quiero saber mas sobre el servicio de valoracion actuarial, y sus costos",0.9487179487179487,0.05128205128205128,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,13
Quisiera una cotización de un estudio actuarial,,Jubilacion Patronal,empresa,0,Quisiera una cotización de un estudio actuarial,1.9164598842018197,-0.048717948717948725,-0.2,-0.2,-0.2,-0.2,-0.2,0.0,7
Buenos días,,Greeting,,0,Buenos días,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2
buenos dia,,Greeting,,0,buenos dia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,2
X favor tengo 62 años de edad y 8 años de aportación cuantas aportaciones me faltaría para jubilarme  gracias,,IESS,persona,0,X favor tengo 62 años de edad y 8 años de aportación cuantas aportaciones me faltaría para jubilarme gracias,0.8230769230769232,-0.30000000000000004,2.076923076923077,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.0,19
Buen dia......como y cuando debería ponerle asunto al tema de la jubilaciòn patronal....desde cuantos años uno puede gozar de ese derecho?,,Jubilacion Patronal,persona,0,Buen dia......como y cuando debería ponerle asunto al tema de la jubilaciòn patronal....desde cuantos años uno puede gozar de ese derecho?,1.8205128205128205,-0.023076923076923078,0.002564102564102555,-0.2,-0.2,-0.2,-0.2,0.043478260869565216,23
Tengo 62 año y 352 imposiciones me podria cojer a la juvilacion en octubre q cunplo lad 360 imposicipnes,,IESS,persona,0,Tengo 62 año y 352 imposiciones me podria cojer a la juvilacion en octubre q cunplo lad 360 imposicipnes,-0.2,-0.2,1.6666666666666665,-0.2,-0.2,0.2333333333333333,-0.2,0.0,19
"Buenas tardes, a partir de cuantos empleados se debe de realizar el estudio actuarial?",,Jubilacion Patronal,persona,0,"Buenas tardes, a partir de cuantos empleados se debe de realizar el estudio actuarial?",2.54145988420182,0.3262820512820513,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.14285714285714285,14
BUENOS DIAS ,,Greeting,,0,BUENOS DIAS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2
 Buenos días. Mi nombre es Oscar Castro. Ayer llamé a su empresa solictando hablar con el Sr. Rodrigo Ibarra. Me señalaron que intentara hoy en la mañana. Es posible contactarle telefónicamete?,,Contacto,,0,Buenos días. Mi nombre es Oscar Castro. Ayer llamé a su empresa solictando hablar con el Sr. Rodrigo Ibarra. Me señalaron que intentara hoy en la mañana. Es posible contactarle telefónicamete?,0.5391304347826087,-0.11304347826086958,-0.1565217391304348,1.5434782608695652,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.06451612903225806,31
"Le saluda Claudia Camino de ZHM Seguros, nosotros ya trabajamos un estudio actuarial con uds actualmente requiero cotizar un estudio de jubilación patronal de una colaboradora que requiere jubilarse",,Jubilacion Patronal,empresa,0,"Le saluda Claudia Camino de ZHM Seguros, nosotros ya trabajamos un estudio actuarial con uds actualmente requiero cotizar un estudio de jubilación patronal de una colaboradora que requiere jubilarse",6.189146874630746,0.07344322344322346,0.5752747252747252,-0.7999999999999999,-0.7999999999999999,-0.44999999999999996,-0.6523809523809523,0.0,29
"Buen dia, disculpe quisiera saber cual es el costo del calculo actuarial",,Jubilacion Patronal,empresa,0,"Buen dia, disculpe quisiera saber cual es el costo del calculo actuarial",1.564102564102564,0.28205128205128205,0.05384615384615385,-0.2,-0.2,-0.2,-0.2,0.08333333333333333,12
"Buenas tardes,somos de Servicios Petroleros Galeth, solicitamos la base legal  que respalde que las empresas deben presentar estudios actuariales, gracias.",,Jubilacion Patronal,empresa,0,"Buenas tardes,somos de Servicios Petroleros Galeth, solicitamos la base legal que respalde que las empresas deben presentar estudios actuariales, gracias.",2.6555903189844283,0.03823857302118171,-0.1565217391304348,-0.1565217391304348,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.09523809523809523,21
"Por favor, a qué telefono le llamo para solicitar cotizacion del estudio actuarial?",,Jubilacion Patronal,empresa,0,"Por favor, a qué telefono le llamo para solicitar cotizacion del estudio actuarial?",1.9164598842018197,-0.048717948717948725,-0.2,-0.2,-0.2,-0.2,-0.2,0.0,13
ESTIMADOS UN INFORME ACTUARIAL CADA CUANTOS AÑOS SE LO REALIZA,,Jubilacion Patronal,empresa,0,ESTIMADOS UN INFORME ACTUARIAL CADA CUANTOS AÑOS SE LO REALIZA,0.9487179487179487,0.05128205128205128,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,10
necesito cotización para un estudio actuarial.   Que información necesita para enviarme una proforma.,,Jubilacion Patronal,empresa,0,necesito cotización para un estudio actuarial. Que información necesita para enviarme una proforma.,2.454921422663358,-0.14871794871794874,-0.30000000000000004,-0.046153846153846156,-0.30000000000000004,-0.30000000000000004,0.1076923076923077,0.0,13
buenas tardes. por favor me podria informar cuanto se recibe de jubilacion por invalidez cumpliendo las 60 aportaciones. gracias,,IESS,persona,0,buenas tardes. por favor me podria informar cuanto se recibe de jubilacion por invalidez cumpliendo las 60 aportaciones. gracias,1.028205128205128,-0.12307692307692308,1.794871794871795,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10526315789473684,19
buenas tardes tal vez me podría indicar quiene tienen derecho a solicitar la reliquidación del montepío?,,IESS,persona,0,buenas tardes tal vez me podría indicar quiene tienen derecho a solicitar la reliquidación del montepío?,-0.1,-0.1,1.0,-0.1,-0.1,-0.1,-0.1,0.125,16
"Buena día, Ustedes son broker?",,Otras Consultas,,0,"Buena día, Ustedes son broker?",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,5
Buenos dias por favor el día de ayer solicite me ayuden con una cotizacion del servicio del calculo actuarial envie los datos que me solicitaron y hasta el momento no tengo respuesta,,Jubilacion Patronal,empresa,0,Buenos dias por favor el día de ayer solicite me ayuden con una cotizacion del servicio del calculo actuarial envie los datos que me solicitaron y hasta el momento no tengo respuesta,2.1025641025641026,0.18205128205128204,-0.046153846153846156,-0.046153846153846156,-0.30000000000000004,-0.30000000000000004,0.1076923076923077,0.0625,32
Estimados buenos dias somos clientes de Actuaria(Magnolia RUC 0992876905001 y nos están consultando uds qué tasa aplicar para el estudio actuarial ya que somo NIIF Full Por favor ayúdeme indicando el numero de resolucion de la SUPERCIAS que aclaró este tema para proceder a responderle,,Jubilacion Patronal,empresa,0,Estimados buenos dias somos clientes de Actuaria(Magnolia RUC 0992876905001 y nos están consultando uds qué tasa aplicar para el estudio actuarial ya que somo NIIF Full Por favor ayúdeme indicando el numero de resolucion de la SUPERCIAS que aclaró este tema para proceder a responderle,3.41645988420182,-0.3487179487179488,0.07500000000000001,0.07500000000000001,-0.275,-0.275,-0.15000000000000002,0.043478260869565216,46
hola buenastardes,,Greeting,,0,hola buenastardes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,2
Como hago para querer cotizar ante el iess? Mi cédula es.de.condición extranjera,,IESS,persona,0,Como hago para querer cotizar ante el iess? Mi cédula es.de.condición extranjera,-0.1,-0.1,1.0,-0.1,-0.1,-0.1,-0.1,0.0,14
le saluda Miguel Zamora le acabe de enviar con correo a la Ventas3 favor para que lea mi correo y me conteste gracias,,Contacto,,0,le saluda Miguel Zamora le acabe de enviar con correo a la Ventas3 favor para que lea mi correo y me conteste gracias,1.327350427350427,-0.4,-0.4,1.3760683760683758,0.03333333333333327,-0.4,0.42991452991452994,0.0,23
hola,,Greeting,,0,hola,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
Disculpa buenas tardes cuanto me cuentas el calculo de una jubilacion patronal por servicio domestico por 24 años de servicio,,Jubilacion Patronal,persona,0,Disculpa buenas tardes cuanto me cuentas el calculo de una jubilacion patronal por servicio domestico por 24 años de servicio,2.435897435897436,0.2076923076923077,0.15641025641025638,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.1,20
HOLA CUAL SERIA EL VALOR A CANCELARME POR EL TIEMPO DE SERVICIO TRABAJE CINCO AÑOS EL ULTIMO SALARIO ERA DE 375,,Renuncia/Despido/Desahucio,persona,0,HOLA CUAL SERIA EL VALOR A CANCELARME POR EL TIEMPO DE SERVICIO TRABAJE CINCO AÑOS EL ULTIMO SALARIO ERA DE 375,1.5357142857142856,1.0535714285714284,0.26309523809523805,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.1523809523809524,0.047619047619047616,21
"Buenas noches necesito que por favor me ayuden con una cotizacion para el calculo actuarial del 2018 para la empresa Exoticgardens S.A. el ruc es 1792481082001, el correo es evggallardo@gmail.com Mi nombre es Lucy Araque  Muchas gracias",,Jubilacion Patronal,empresa,0,"Buenas noches necesito que por favor me ayuden con una cotizacion para el calculo actuarial del 2018 para la empresa Exoticgardens S.A. el ruc es 1792481082001, el correo es evggallardo@gmail.com Mi nombre es Lucy Araque Muchas gracias",2.747677443329617,0.26900780379041245,-0.0026755852842809402,0.28792270531400965,-0.4,-0.4,-0.18888888888888894,0.05,40
